;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk;score_cum_before;flag_inv_before;flag_inv_3weeks;flag_stk_cpq;valueStockSuspect;flag_match_vekia
148;6152454;2020-02-14;0.0;0.0;6.0;0.0;0.008922777777777778;1;;;0.008922777777777778;;;;;
149;73599463;2020-02-14;0.0;0.0;1.0;0.0;0.009004999999999999;1;;;0.009004999999999999;;;;;
150;66973151;2020-02-14;0.0022066666666666667;0.0;4.0;0.0005516666666666667;0.009072916666666668;1;;;0.008521250000000001;;;;;
151;70891912;2020-02-14;0.0016016000000000001;0.0;2.0;0.0008008000000000001;0.009125133333333335;1;;;0.008324333333333335;;;;;
152;73571904;2020-02-14;0.0;0.0;8.0;0.0;0.009243125;1;;;0.009243125;;;;;
153;82173418;2020-02-14;0.0;0.0;1.0;0.0;0.009405;1;;;0.009405;;;;;
154;74708816;2020-02-14;0.0;0.0;4.0;0.0;0.009554583333333337;1;;;0.009554583333333337;;;;;
155;54609653;2020-02-14;0.0;0.0;1.0;0.0;0.009601666666666665;1;;;0.009601666666666665;;;;;
156;1120546;2020-02-14;0.027003333333333334;0.0;39.0;0.0006923931623931624;0.009843461538461535;1;;;0.009151068376068373;;;;;
157;74246284;2020-02-14;0.029953333333333332;0.0;43.0;0.0006965891472868217;0.009903372093023256;1;;;0.009206782945736436;;;;;
158;79979816;2020-02-14;0.0;0.0;1.0;0.0;0.009905;1;;;0.009905;;;;;
159;80124521;2020-02-14;0.0;0.0;2.0;0.0;0.009905;1;;;0.009905;;;;;
160;67994962;2020-02-14;0.0023472999999999996;0.0;4.0;0.0005868249999999999;0.009986720833333329;1;;;0.00939989583333333;;;;;
161;66224564;2020-02-14;0.0005683333333333333;0.0;1.0;0.0005683333333333333;0.010115000000000004;1;;;0.00954666666666667;;;;;
162;82007090;2020-02-14;0.011381666666666667;0.0;6.0;0.0018969444444444444;0.01016;1;;;0.008263055555555556;;;;;
163;80039981;2020-02-14;0.0;0.0;1.0;0.0;0.010441666666666663;1;;;0.010441666666666663;;;;;
164;66973011;2020-02-14;0.0012816666666666668;0.0;2.0;0.0006408333333333334;0.010536666666666665;1;;;0.009895833333333331;;;;;
165;80118961;2020-02-14;0.003486666666666666;0.0;5.0;0.0006973333333333332;0.010657333333333331;1;;;0.009959999999999998;;;;;
166;6152426;2020-02-14;0.0;0.0;10.0;0.0;0.010707500000000002;1;;;0.010707500000000002;;;;;
167;82091655;2020-02-14;0.0006799999999999999;0.0;1.0;0.0006799999999999999;0.011145000000000002;1;;;0.010465000000000002;;;;;
168;68754595;2020-02-14;0.0;0.0;8.0;0.0;0.011391875;1;;;0.011391875;;;;;
169;82272860;2020-02-14;0.0005833333333333334;0.0;1.0;0.0005833333333333334;0.011480000000000008;1;;;0.010896666666666674;;;;;
170;70871066;2020-02-14;0.004288333333333334;0.0;10.0;0.0004288333333333334;0.011538166666666662;1;;;0.011109333333333329;;;;;
171;67993583;2020-02-14;0.0027578;0.0;4.0;0.00068945;0.011560924999999994;1;;;0.010871474999999995;;;;;
172;80029635;2020-02-14;0.002276666666666667;0.0;3.0;0.0007588888888888889;0.01160388888888889;1;;;0.010845;;;;;
173;75767860;2020-02-14;0.019621666666666666;0.0;24.0;0.0008175694444444444;0.011623125;1;;;0.010805555555555556;;;;;
174;67520131;2020-02-14;0.0;0.0;1.0;0.0;0.011705;1;;;0.011705;;;;;
175;68778864;2020-02-14;0.0;0.0;4.0;0.0;0.011762916666666665;1;;;0.011762916666666665;;;;;
176;70068516;2020-02-14;0.219715;0.0;2.0;0.1098575;0.011808333333332838;1;;;-0.09804916666666716;;;;;
177;70235991;2020-02-14;0.0;0.0;1.0;0.0;0.011835;1;;;0.011835;;;;;
178;69133155;2020-02-14;0.0;0.0;1.0;0.0;0.011844999999999998;1;;;0.011844999999999998;;;;;
179;82052117;2020-02-14;0.0;0.0;4.0;0.0;0.012001249999999998;1;;;0.012001249999999998;;;;;
180;65931131;2020-02-14;0.0;0.0;1.0;0.0;0.012051666666666664;1;;;0.012051666666666664;;;;;
181;67995193;2020-02-14;0.0013965000000000002;0.0;2.0;0.0006982500000000001;0.012222958333333332;1;;;0.011524708333333331;;;;;
182;67706415;2020-02-14;0.0021388;0.0;3.0;0.0007129333333333334;0.012249500000000002;1;;;0.011536566666666668;;;;;
183;64003520;2020-02-14;0.023554999999999996;0.0;35.0;0.0006729999999999999;0.012368999999999998;1;;;0.011695999999999998;;;;;
184;67911403;2020-02-14;0.0008607500000000001;0.0;1.0;0.0008607500000000001;0.012396833333333331;1;;;0.01153608333333333;;;;;
185;80129365;2020-02-14;0.3339783333333333;0.0;13.0;0.025690641025641024;0.012557948717948715;1;;;-0.013132692307692309;;;;;
186;80125373;2020-02-14;0.0;0.0;3.0;0.0;0.01273944444444444;1;;;0.01273944444444444;;;;;
187;68538505;2020-02-14;0.0;0.0;3.0;0.0;0.01273944444444444;1;;;0.01273944444444444;;;;;
188;63774466;2020-02-14;0.005333333333333333;0.0;5.0;0.0010666666666666667;0.012791000000000004;1;;;0.011724333333333337;;;;;
189;67519795;2020-02-14;0.0;0.0;1.0;0.0;0.012805;1;;;0.012805;;;;;
190;65008503;2020-02-14;0.0;0.0;4.0;0.0;0.012939166666666665;1;;;0.012939166666666665;;;;;
191;82122272;2020-02-14;0.0;0.0;1.0;0.0;0.01294;1;;;0.01294;;;;;
192;71830703;2020-02-14;0.0;0.0;3.0;0.0;0.013005555555555557;1;;;0.013005555555555557;;;;;
193;82140352;2020-02-14;0.014096666666666665;0.0;18.0;0.000783148148148148;0.013106388888888888;1;;;0.01232324074074074;;;;;
194;70632093;2020-02-14;0.0014316666666666668;0.0;2.0;0.0007158333333333334;0.013169166666666675;1;;;0.01245333333333334;;;;;
195;81886114;2020-02-14;0.005353333333333332;0.0;6.0;0.0008922222222222221;0.013216666666666665;1;;;0.012324444444444443;;;;;
196;68541781;2020-02-14;0.003486666666666666;0.0;4.0;0.0008716666666666665;0.013321666666666659;1;;;0.012449999999999992;;;;;
197;69675781;2020-02-14;0.0026233333333333334;0.0;3.0;0.0008744444444444445;0.013393333333333339;1;;;0.012518888888888894;;;;;
198;73156643;2020-02-14;0.0;0.0;1.0;0.0;0.013425;1;;;0.013425;;;;;
199;70714756;2020-02-14;0.0;0.0;3.0;0.0;0.01356777777777778;1;;;0.01356777777777778;;;;;
200;80118628;2020-02-14;0.3174;0.0;15.0;0.02116;0.013627555555555542;1;;;-0.00753244444444446;;;;;
201;70655732;2020-02-14;0.0;0.0;2.0;0.0;0.013656666666666666;1;;;0.013656666666666666;;;;;
202;74123084;2020-02-14;0.0;0.0;2.0;0.0;0.013656666666666666;1;;;0.013656666666666666;;;;;
203;62894300;2020-02-14;0.0008116666666666667;0.0;1.0;0.0008116666666666667;0.013841666666666662;1;;;0.013029999999999995;;;;;
204;70207312;2020-02-14;0.0;0.0;3.0;0.0;0.01484166666666666;1;;;0.01484166666666666;;;;;
205;64854160;2020-02-14;0.004738333333333333;0.0;5.0;0.0009476666666666666;0.01487233333333333;1;;;0.013924666666666663;;;;;
206;60409552;2020-02-14;0.27489833333333336;0.0;3.0;0.09163277777777779;0.014920555555555659;1;;;-0.07671222222222213;;;;;
207;80000284;2020-02-14;0.0;0.0;8.0;0.0;0.015059583333333338;1;;;0.015059583333333338;;;;;
208;68241544;2020-02-14;0.003371666666666667;0.0;4.0;0.0008429166666666667;0.015541249999999996;1;;;0.014698333333333329;;;;;
209;65985612;2020-02-14;0.0;0.0;2.0;0.0;0.015606666666666666;1;;;0.015606666666666666;;;;;
210;54450942;2020-02-14;0.0;0.0;1.0;0.0;0.015606666666666666;1;;;0.015606666666666666;;;;;
211;54451236;2020-02-14;0.0;0.0;1.0;0.0;0.015606666666666666;1;;;0.015606666666666666;;;;;
212;54451264;2020-02-14;0.0;0.0;1.0;0.0;0.015606666666666666;1;;;0.015606666666666666;;;;;
213;73637515;2020-02-14;0.007843333333333334;0.0;7.0;0.0011204761904761906;0.015640238095238092;1;;;0.014519761904761903;;;;;
214;80170970;2020-02-14;0.0;0.0;3.0;0.0;0.01568388888888889;1;;;0.01568388888888889;;;;;
215;80036831;2020-02-14;0.00026833333333333337;0.0;2.0;0.00013416666666666668;0.015894166666666678;1;;;0.01576000000000001;;;;;
216;82091664;2020-02-14;0.0;0.0;1.0;0.0;0.016030000000000006;1;;;0.016030000000000006;;;;;
217;10327450;2020-02-14;0.0;0.0;1.0;0.0;0.016030000000000006;1;;;0.016030000000000006;;;;;
218;69198724;2020-02-14;0.0;0.0;2.0;0.0;0.016032499999999998;1;;;0.016032499999999998;;;;;
219;62175400;2020-02-14;0.0;0.0;2.0;0.0;0.016032499999999998;1;;;0.016032499999999998;;;;;
220;60439645;2020-02-14;0.004668333333333334;0.0;5.0;0.0009336666666666668;0.01609133333333333;1;;;0.015157666666666663;;;;;
221;70711851;2020-02-14;0.001135;0.0;1.0;0.001135;0.016138333333333338;1;;;0.015003333333333337;;;;;
222;81963280;2020-02-14;0.002166666666666667;0.0;4.0;0.0005416666666666668;0.016173333333333335;1;;;0.01563166666666667;;;;;
223;73402861;2020-02-14;0.0;0.0;1.0;0.0;0.016186666666666658;1;;;0.016186666666666658;;;;;
224;61477381;2020-02-14;0.004598333333333333;0.0;5.0;0.0009196666666666665;0.016372666666666667;1;;;0.015453;;;;;
225;68515566;2020-02-14;0.0;0.0;4.0;0.0;0.016447500000000004;1;;;0.016447500000000004;;;;;
226;70280735;2020-02-14;0.00285;0.0;4.0;0.0007125;0.01651;1;;;0.0157975;;;;;
227;68749576;2020-02-14;0.0037949999999999998;0.0;6.0;0.0006324999999999999;0.01655972222222222;1;;;0.015927222222222218;;;;;
