;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk;score_cum_before;flag_inv_before;flag_inv_3weeks;flag_stk_cpq
0;10395;2020-02-01;0.032146666666666664;0.0;10.0;0.0032146666666666665;0.0032146666666666665;1;;;0;;;0.0
1;10402;2020-02-01;0.046086666666666665;0.0;11.0;0.004189696969696969;0.004189696969696969;1;;;0;;;
2;13713;2020-02-01;0.298585;1.0;4.0;-0.87676875;-0.87676875;1;;;0;;;
3;13720;2020-02-01;0.16161833333333334;0.0;5.0;0.03232366666666667;0.03232366666666667;1;;;0;;;
4;13734;2020-02-01;0.4480133333333333;0.0;6.0;0.07466888888888888;0.07466888888888888;1;;;0;;;
5;13762;2020-02-01;0.21307;1.0;5.0;-0.78693;-0.78693;1;;;0;;;0.0
6;13776;2020-02-01;0.05761333333333334;0.0;6.0;0.009602222222222224;0.009602222222222224;1;;;0;;;0.0
7;13783;2020-02-01;0.34174;0.0;6.0;0.05695666666666666;0.05695666666666666;1;;;0;;;
8;13790;2020-02-01;0.0;0.0;3.0;0.0;0.0;1;;;0;;;
9;13930;2020-02-01;0.023734999999999996;0.0;4.0;0.005933749999999999;0.005933749999999999;1;;;0;;;
10;13944;2020-02-01;0.07892666666666667;0.0;4.0;0.019731666666666668;0.019731666666666668;1;;;0;;;
11;13951;2020-02-01;0.034688333333333335;0.0;2.0;0.017344166666666667;0.017344166666666667;1;;;0;;;
12;13972;2020-02-01;0.06003166666666667;0.0;8.0;0.007503958333333334;0.007503958333333334;1;;;0;;;0.0
13;15841;2020-02-01;0.0006312166666666667;0.0;2.0;0.00031560833333333337;0.00031560833333333337;1;;;0;;;0.0
14;15883;2020-02-01;0.0;0.0;1.0;0.0;0.0;1;;;0;;;
15;17885;2020-02-01;0.0;0.0;1.0;0.0;0.0;1;;;0;;;
16;24262;2020-02-01;0.008033333333333333;0.0;1.0;0.008033333333333333;0.008033333333333333;1;;;0;;;0.0
17;44821;2020-02-01;0.02819333333333333;0.0;4.0;0.007048333333333333;0.007048333333333333;1;;;0;;;0.0
18;63812;2020-02-01;0.03340833333333333;0.0;4.0;0.008352083333333333;0.008352083333333333;1;;;0;;;0.0
19;84595;2020-02-01;0.005521666666666667;0.0;4.0;0.0013804166666666667;0.0013804166666666667;1;;;0;;;
20;84602;2020-02-01;0.0;0.0;4.0;0.0;0.0;1;;;0;;;
21;138502;2020-02-01;0.019411666666666667;0.0;2.0;0.009705833333333334;0.009705833333333334;1;;;0;;;0.0
22;151473;2020-02-01;0.842815;3.0;30.0;-0.35953083333333336;-0.35953083333333336;1;;;0;;;
23;158291;2020-02-01;106.89890333333334;0.0;610.0;0.1752441038251366;0.1752441038251366;1;;;0;;;0.0
24;158382;2020-02-01;0.0;0.0;9.0;0.0;0.0;1;;;0;;;
25;158473;2020-02-01;0.38505833333333334;0.0;38.0;0.01013311403508772;0.01013311403508772;1;;;0;;;0.0
26;159201;2020-02-01;0.07652333333333332;0.0;35.0;0.002186380952380952;0.002186380952380952;1;;;0;;;
27;159362;2020-02-01;0.011918333333333335;0.0;13.0;0.0009167948717948719;0.0009167948717948719;1;;;0;;;
28;159621;2020-02-01;0.12642499999999998;0.0;3.0;0.04214166666666666;0.04214166666666666;1;;;0;;;0.0
29;160412;2020-02-01;0.0;0.0;30.0;0.0;0.0;1;;;0;;;
30;168756;2020-02-01;0.3056;1.0;3.0;-1.1573333333333333;-1.1573333333333333;1;;;0;;;
31;180131;2020-02-01;0.014605;0.0;20.0;0.00073025;0.00073025;1;;;0;;;0.0
